Owner,Name,Stars,URL,Created Date,Branch Count,Forks Count,Languages,Languages Proportions
lerna,lerna,35029,https://github.com/lerna/lerna,2015-12-04,29,2337,"['TypeScript', 'JavaScript', 'Shell', 'CSS', 'Batchfile']","{'TypeScript': 0.961084268313142, 'JavaScript': 0.02813559999423746, 'Shell': 0.005364738554968819, 'CSS': 0.005335925856562023, 'Batchfile': 7.946728108971485e-05}"
LeCoupa,awesome-cheatsheets,34917,https://github.com/LeCoupa/awesome-cheatsheets,2017-11-09,3,5720,"['JavaScript', 'CSS', 'Shell', 'PHP', 'HTML', 'Python']","{'JavaScript': 0.5047669999631037, 'CSS': 0.20111426779323321, 'Shell': 0.15957089621075157, 'PHP': 0.09467217651182526, 'HTML': 0.026072759473121057, 'Python': 0.01380290004796517}"
iina,iina,34809,https://github.com/iina/iina,2016-12-19,30,2492,"['Swift', 'Rich Text Format', 'Objective-C', 'Ruby', 'JavaScript', 'HTML', 'Shell']","{'Swift': 0.909523116352075, 'Rich Text Format': 0.06282723547649174, 'Objective-C': 0.012072103284721294, 'Ruby': 0.007649793078827647, 'JavaScript': 0.003169519915216001, 'HTML': 0.002419953484726431, 'Shell': 0.002338278407941979}"
vlang,v,34794,https://github.com/vlang/v,2019-02-08,1,2136,"['V', 'CSS', 'JavaScript', 'Batchfile', 'HTML', 'Makefile', 'C#', 'C', 'Objective-C', 'Gnuplot', 'Dockerfile', 'Python', 'Go', 'Shell', 'C++', 'Smarty']","{'V': 0.9922391643673087, 'CSS': 0.0016536426079868727, 'JavaScript': 0.0013183581224987663, 'Batchfile': 0.0008995157278382028, 'HTML': 0.000677268917874348, 'Makefile': 0.0006378349447024669, 'C#': 0.0005869153482766397, 'C': 0.0005000074656551151, 'Objective-C': 0.0004377936730295743, 'Gnuplot': 0.00037414417749729033, 'Dockerfile': 0.0002683807300338711, 'Python': 0.00020540122919140063, 'Go': 0.00014644169648781128, 'Shell': 2.95754798789109e-05, 'C++': 2.4598376468867643e-05, 'Smarty': 9.571352711621652e-07}"
metabase,metabase,34774,https://github.com/metabase/metabase,2015-02-02,30,4719,"['Clojure', 'TypeScript', 'JavaScript', 'CSS', 'MDX', 'Mustache', 'Shell', 'Emacs Lisp', 'Dockerfile', 'HTML']","{'Clojure': 0.5096824864616072, 'TypeScript': 0.2554761435067812, 'JavaScript': 0.2250399331261833, 'CSS': 0.0050186232877783175, 'MDX': 0.0030038845859045767, 'Mustache': 0.0007037112903605395, 'Shell': 0.0006821020427178645, 'Emacs Lisp': 0.00015388705387318213, 'Dockerfile': 0.00013622788375658746, 'HTML': 0.00010300076103720538}"
alvarotrigo,fullPage.js,34767,https://github.com/alvarotrigo/fullPage.js,2013-09-20,8,7420,"['JavaScript', 'HTML', 'CSS']","{'JavaScript': 0.939953191176407, 'HTML': 0.04406605148970595, 'CSS': 0.01598075733388708}"
dbeaver,dbeaver,34759,https://github.com/dbeaver/dbeaver,2015-10-21,30,3111,"['Java', 'C++', 'ANTLR', 'CSS', 'HTML', 'XSLT', 'Batchfile', 'Shell']","{'Java': 0.9947696925109996, 'C++': 0.0023459625936556234, 'ANTLR': 0.0012443307050087247, 'CSS': 0.0007707371600058522, 'HTML': 0.0004551939841539265, 'XSLT': 0.0002991136689928668, 'Batchfile': 0.00010746086952384464, 'Shell': 7.508507659569913e-06}"
n8n-io,n8n,34710,https://github.com/n8n-io/n8n,2019-06-22,30,4073,"['TypeScript', 'Vue', 'SCSS', 'JavaScript', 'HTML', 'Handlebars', 'MDX', 'Dockerfile', 'Shell', 'Batchfile']","{'TypeScript': 0.8911007057181326, 'Vue': 0.08666620501607689, 'SCSS': 0.015159243326752066, 'JavaScript': 0.0033018059874637858, 'HTML': 0.0020524778091136325, 'Handlebars': 0.0010494940430362228, 'MDX': 0.00046919831017054066, 'Dockerfile': 0.00015054642278773843, 'Shell': 4.698102874989461e-05, 'Batchfile': 3.342337716675869e-06}"
open-guides,og-aws,34678,https://github.com/open-guides/og-aws,2016-07-13,5,3806,['Shell'],{'Shell': 1.0}
nodejs,node-v0.x-archive,34527,https://github.com/nodejs/node-v0.x-archive,2009-05-27,30,7547,[],{}
sahat,hackathon-starter,34485,https://github.com/sahat/hackathon-starter,2013-11-13,1,8208,"['JavaScript', 'Pug', 'HTML', 'SCSS', 'Dockerfile']","{'JavaScript': 0.4867262191167549, 'Pug': 0.32251940335976237, 'HTML': 0.1829355034413506, 'SCSS': 0.006260329281814188, 'Dockerfile': 0.0015585448003179849}"
koajs,koa,34439,https://github.com/koajs/koa,2013-07-20,8,3303,['JavaScript'],{'JavaScript': 1.0}
GokuMohandas,Made-With-ML,34437,https://github.com/GokuMohandas/Made-With-ML,2018-11-05,3,5588,"['Jupyter Notebook', 'Python', 'Shell', 'Makefile']","{'Jupyter Notebook': 0.9783750599107128, 'Python': 0.020734581630253518, 'Shell': 0.0007546505971325431, 'Makefile': 0.00013570786190109481}"
airbnb,lottie-android,34327,https://github.com/airbnb/lottie-android,2016-10-06,30,5402,"['Java', 'Kotlin', 'Shell', 'JavaScript']","{'Java': 0.6972684769419556, 'Kotlin': 0.2993655353017392, 'Shell': 0.00247821705479499, 'JavaScript': 0.0008877707015102385}"
shadowsocks,shadowsocks-android,34127,https://github.com/shadowsocks/shadowsocks-android,2012-12-16,5,11663,"['Kotlin', 'Python', 'Makefile', 'HTML', 'Shell', 'AIDL', 'Perl']","{'Kotlin': 0.9593197720485711, 'Python': 0.019816108543464345, 'Makefile': 0.012030366930724306, 'HTML': 0.004556490142714421, 'Shell': 0.002077890053143942, 'AIDL': 0.0016916853574025286, 'Perl': 0.0005076869239793227}"
spf13,cobra,33973,https://github.com/spf13/cobra,2013-09-03,2,2793,"['Go', 'Makefile']","{'Go': 0.9978562582133437, 'Makefile': 0.00214374178665633}"
android,architecture-samples,43271,https://github.com/android/architecture-samples,2016-02-05,23,11584,['Kotlin'],{'Kotlin': 1.0}
rust-lang,rustlings,43270,https://github.com/rust-lang/rustlings,2015-09-15,30,7978,"['Rust', 'Shell', 'PowerShell', 'Nix']","{'Rust': 0.9356029532403609, 'Shell': 0.029740550732800314, 'PowerShell': 0.018641411482374835, 'Nix': 0.0160150845444639}"
gogs,gogs,43179,https://github.com/gogs/gogs,2014-02-12,6,4850,"['Go', 'Less', 'JavaScript', 'Shell', 'Batchfile', 'Dockerfile', 'Procfile']","{'Go': 0.9159842622402063, 'Less': 0.03725349755343553, 'JavaScript': 0.02942953697413632, 'Shell': 0.016193721633143317, 'Batchfile': 0.000573490464798023, 'Dockerfile': 0.0005451851414281636, 'Procfile': 2.0305992852290514e-05}"
iperov,DeepFaceLab,43159,https://github.com/iperov/DeepFaceLab,2018-06-04,3,9698,['Python'],{'Python': 1.0}
karan,Projects,43087,https://github.com/karan/Projects,2013-07-04,1,10493,[],{}
ColorlibHQ,AdminLTE,43076,https://github.com/ColorlibHQ/AdminLTE,2013-12-25,8,18248,"['Astro', 'SCSS', 'TypeScript', 'MDX', 'JavaScript', 'HTML']","{'Astro': 0.674070710665505, 'SCSS': 0.2405361766732292, 'TypeScript': 0.042690420382567595, 'MDX': 0.03878795741301417, 'JavaScript': 0.003373018307915899, 'HTML': 0.0005417165577681979}"
tiimgreen,github-cheat-sheet,43033,https://github.com/tiimgreen/github-cheat-sheet,2014-04-12,1,5309,[],{}
aymericdamien,TensorFlow-Examples,43017,https://github.com/aymericdamien/TensorFlow-Examples,2015-11-11,6,15116,"['Jupyter Notebook', 'Python']","{'Jupyter Notebook': 0.9860600011422795, 'Python': 0.013939998857720506}"
jestjs,jest,42902,https://github.com/jestjs/jest,2013-12-10,7,6521,"['TypeScript', 'JavaScript', 'CSS', 'Prolog', 'Shell', 'Handlebars']","{'TypeScript': 0.7881633365122933, 'JavaScript': 0.20504454420692703, 'CSS': 0.005823544462794539, 'Prolog': 0.0008141238863948268, 'Shell': 9.397315717243144e-05, 'Handlebars': 6.047777441790142e-05}"
ultralytics,yolov5,42809,https://github.com/ultralytics/yolov5,2020-05-18,16,14869,"['Python', 'Shell', 'Dockerfile']","{'Python': 0.9850595010986326, 'Shell': 0.009841697368559955, 'Dockerfile': 0.005098801532807417}"
iamadamdev,bypass-paywalls-chrome,42778,https://github.com/iamadamdev/bypass-paywalls-chrome,2018-04-07,1,3102,"['JavaScript', 'HTML', 'Shell']","{'JavaScript': 0.9222135029847818, 'HTML': 0.05009669011518735, 'Shell': 0.02768980690003083}"
ByteByteGoHq,system-design-101,42776,https://github.com/ByteByteGoHq/system-design-101,2023-09-18,1,4087,[],{}
golang-standards,project-layout,42723,https://github.com/golang-standards/project-layout,2017-09-09,1,4720,['Makefile'],{'Makefile': 1.0}
typescript-cheatsheets,react,42715,https://github.com/typescript-cheatsheets/react,2018-06-02,1,3960,"['JavaScript', 'CSS', 'Shell']","{'JavaScript': 0.9386461089316668, 'CSS': 0.05820636803211386, 'Shell': 0.003147523036219323}"
babel,babel,42601,https://github.com/babel/babel,2014-09-28,14,5810,"['TypeScript', 'JavaScript', 'Shell', 'Prolog', 'Makefile', 'HTML', 'Batchfile']","{'TypeScript': 0.6923397024581094, 'JavaScript': 0.29893251701647827, 'Shell': 0.0052952845202576095, 'Prolog': 0.0017326260598596443, 'Makefile': 0.0009641503721159265, 'HTML': 0.0007264530407695101, 'Batchfile': 9.266532409697103e-06}"
astaxie,build-web-application-with-golang,42413,https://github.com/astaxie/build-web-application-with-golang,2012-08-02,1,10811,"['Go', 'Groovy', 'Shell', 'Python']","{'Go': 0.8824160546080259, 'Groovy': 0.0889725230869072, 'Shell': 0.02567922521784235, 'Python': 0.0029321970872245736}"
justjavac,awesome-wechat-weapp,42391,https://github.com/justjavac/awesome-wechat-weapp,2016-09-22,1,8546,[],{}
lencx,ChatGPT,42347,https://github.com/lencx/ChatGPT,2022-12-07,5,5043,"['Rust', 'HTML', 'TypeScript', 'Ruby', 'Shell']","{'Rust': 0.9428827448656617, 'HTML': 0.02170802561026723, 'TypeScript': 0.02078304981861803, 'Ruby': 0.013282074258212774, 'Shell': 0.001344105447240248}"
kamranahmedse,design-patterns-for-humans,42243,https://github.com/kamranahmedse/design-patterns-for-humans,2017-02-16,1,4998,[],{}
marktext,marktext,42171,https://github.com/marktext/marktext,2017-11-12,5,3210,"['JavaScript', 'Vue', 'CSS', 'EJS', 'HTML', 'NSIS']","{'JavaScript': 0.7661699046883884, 'Vue': 0.15835883505723156, 'CSS': 0.07308343170657679, 'EJS': 0.001810719090597635, 'HTML': 0.0004561912852197077, 'NSIS': 0.00012091817198594663}"
square,retrofit,42138,https://github.com/square/retrofit,2010-09-06,17,7355,"['Java', 'Kotlin', 'HTML', 'CSS', 'Shell']","{'Java': 0.9523417577210977, 'Kotlin': 0.029859169505969407, 'HTML': 0.01425930986751358, 'CSS': 0.002985108416356324, 'Shell': 0.0005546544890629574}"
Avik-Jain,100-Days-Of-ML-Code,42071,https://github.com/Avik-Jain/100-Days-Of-ML-Code,2018-07-05,2,10228,[],{}
ngosang,trackerslist,41931,https://github.com/ngosang/trackerslist,2016-04-24,1,6593,[],{}
x64dbg,x64dbg,41913,https://github.com/x64dbg/x64dbg,2015-04-11,30,2262,"['C++', 'C', 'QMake', 'CSS', 'Batchfile', 'Assembly', 'Shell']","{'C++': 0.8304898198077004, 'C': 0.1570723798340208, 'QMake': 0.005513149010273731, 'CSS': 0.004635493584492422, 'Batchfile': 0.0018097132751720847, 'Assembly': 0.00032789487971420596, 'Shell': 0.00015154960862637397}"
krahets,hello-algo,41880,https://github.com/krahets/hello-algo,2022-11-04,4,4722,"['Java', 'Swift', 'C++', 'Go', 'JavaScript', 'Python', 'CMake', 'Dockerfile']","{'Java': 0.18460541315779797, 'Swift': 0.18002610966057442, 'C++': 0.17067903504578383, 'Go': 0.1534255139190233, 'JavaScript': 0.15175872467179052, 'Python': 0.15123928952303903, 'CMake': 0.007910123928952304, 'Dockerfile': 0.0003557900930386496}"
microsoft,TaskMatrix,34257,https://github.com/microsoft/TaskMatrix,2023-03-02,6,3354,"['Python', 'HTML', 'Dockerfile']","{'Python': 0.8062313308994358, 'HTML': 0.1904829074012612, 'Dockerfile': 0.0032857616993030203}"
freefq,free,34185,https://github.com/freefq/free,2020-06-07,1,5833,[],{}
spf13,cobra,33973,https://github.com/spf13/cobra,2013-09-03,2,2793,"['Go', 'Makefile']","{'Go': 0.9978562582133437, 'Makefile': 0.00214374178665633}"
Light-City,CPlusPlusThings,33968,https://github.com/Light-City/CPlusPlusThings,2019-07-14,3,7941,"['C++', 'Starlark', 'C']","{'C++': 0.875652763324964, 'Starlark': 0.11575987856454123, 'C': 0.008587358110494811}"
pyenv,pyenv,33960,https://github.com/pyenv/pyenv,2012-08-31,2,2900,"['Roff', 'Shell', 'Python', 'Makefile', 'C', 'Dockerfile', 'Vim Script']","{'Roff': 0.48923387821857633, 'Shell': 0.4781380851665054, 'Python': 0.026553522344861837, 'Makefile': 0.0025757173561220385, 'C': 0.002274303622958821, 'Dockerfile': 0.001164553059948794, 'Vim Script': 5.994023102677616e-05}"
istio,istio,33886,https://github.com/istio/istio,2016-11-18,30,7418,"['Go', 'Shell', 'Makefile', 'CSS', 'HTML', 'C', 'Python', 'Smarty', 'Dockerfile', 'Java', 'JavaScript']","{'Go': 0.9790397773404929, 'Shell': 0.008391511989969859, 'Makefile': 0.0037959430527243375, 'CSS': 0.0033683825055062207, 'HTML': 0.002009845627878814, 'C': 0.0015863146691513438, 'Python': 0.0008561108179251649, 'Smarty': 0.0007848507267221454, 'Dockerfile': 8.999414295778158e-05, 'Java': 7.63500977175209e-05, 'JavaScript': 9.19028954007196e-07}"
google,leveldb,33842,https://github.com/google/leveldb,2014-08-27,3,7554,"['C++', 'C', 'CMake']","{'C++': 0.9510799121930357, 'C': 0.030977921698183197, 'CMake': 0.017942166108781132}"
NervJS,taro,33780,https://github.com/NervJS/taro,2018-04-08,30,4779,"['TypeScript', 'JavaScript', 'HTML', 'SCSS', 'CSS', 'Rust', 'Vue', 'Less', 'Shell', 'Sass', 'Stylus']","{'TypeScript': 0.5331613287157154, 'JavaScript': 0.45147702669003, 'HTML': 0.007405226804424502, 'SCSS': 0.00457495399172374, 'CSS': 0.002263530121589566, 'Rust': 0.0007565285510049154, 'Vue': 0.00027401279698941, 'Less': 5.560078854029213e-05, 'Shell': 2.3533997129678105e-05, 'Sass': 5.5050285683457556e-06, 'Stylus': 2.7525142841728778e-06}"
SheetJS,sheetjs,33759,https://github.com/SheetJS/sheetjs,2012-12-03,3,8069,"['JavaScript', 'TypeScript', 'Makefile', 'CSS', 'Shell', 'Batchfile']","{'JavaScript': 0.8700559233027494, 'TypeScript': 0.12320032163179837, 'Makefile': 0.0033801645711114318, 'CSS': 0.0018974950177141365, 'Shell': 0.0012480279808299492, 'Batchfile': 0.00021806749579669576}"
gto76,python-cheatsheet,33658,https://github.com/gto76/python-cheatsheet,2018-01-25,1,6193,"['Python', 'JavaScript', 'HTML', 'CSS']","{'Python': 0.51080584262094, 'JavaScript': 0.2731864687382916, 'HTML': 0.1972243875171494, 'CSS': 0.018783301123618926}"
alibaba,arthas,33643,https://github.com/alibaba/arthas,2018-08-29,12,7258,"['Java', 'Vue', 'JavaScript', 'TypeScript', 'HTML', 'Shell', 'Batchfile', 'C++', 'Roff', 'Dockerfile', 'Groovy', 'CSS', 'ActionScript', 'SCSS']","{'Java': 0.7983743949502051, 'Vue': 0.07887910468646998, 'JavaScript': 0.0733312764590741, 'TypeScript': 0.01648972490149764, 'HTML': 0.012882776712811461, 'Shell': 0.012787351234883238, 'Batchfile': 0.003662247758934337, 'C++': 0.001953693353767199, 'Roff': 0.0011198162975251755, 'Dockerfile': 0.00031358902640723075, 'Groovy': 6.743850030263027e-05, 'CSS': 5.9345880266314635e-05, 'ActionScript': 4.383502519670968e-05, 'SCSS': 3.540521265888089e-05}"
unknwon,the-way-to-go_ZH_CN,33636,https://github.com/unknwon/the-way-to-go_ZH_CN,2013-03-24,1,8694,"['Go', 'HTML', 'JavaScript', 'CSS', 'Makefile', 'Shell', 'Batchfile']","{'Go': 0.9448999896054526, 'HTML': 0.021175177821005895, 'JavaScript': 0.01520573779011924, 'CSS': 0.009969855812779354, 'Makefile': 0.006524805844705463, 'Shell': 0.0015710615802681793, 'Batchfile': 0.0006533715456691861}"
acmesh-official,acme.sh,33603,https://github.com/acmesh-official/acme.sh,2015-12-26,8,4490,"['Shell', 'Dockerfile']","{'Shell': 0.9987701193740809, 'Dockerfile': 0.0012298806259190902}"
geekxh,hello-algorithm,33567,https://github.com/geekxh/hello-algorithm,2020-05-29,4,6389,['Java'],{'Java': 1.0}
koalaman,shellcheck,33520,https://github.com/koalaman/shellcheck,2012-11-17,7,1718,"['Haskell', 'Shell', 'Dockerfile']","{'Haskell': 0.9703166669717996, 'Shell': 0.02108102500259363, 'Dockerfile': 0.008602308025606758}"
shadowsocks,shadowsocks,33458,https://github.com/shadowsocks/shadowsocks,2012-04-20,2,18995,"['Python', 'Shell']","{'Python': 0.9054165299437565, 'Shell': 0.09458347005624348}"
AFNetworking,AFNetworking,33359,https://github.com/AFNetworking/AFNetworking,2011-05-31,6,10414,"['Objective-C', 'Swift', 'Ruby', 'C', 'Shell']","{'Objective-C': 0.9765255486046799, 'Swift': 0.016779013681611443, 'Ruby': 0.003179659257389304, 'C': 0.0030576919531361906, 'Shell': 0.0004580865031832048}"
vim,vim,33330,https://github.com/vim/vim,2015-08-18,1,5086,"['Vim Script', 'C', 'Roff', 'Makefile', 'C++', 'M4', 'NSIS', 'PostScript', 'Perl', 'Shell', 'Module Management System', 'Python', 'XS', 'JavaScript', 'NewLisp', 'Ruby', 'Emacs Lisp', 'SystemVerilog', 'Smalltalk', 'Awk', 'Objective-C', 'Batchfile', 'DIGITAL Command Language', 'Assembly', 'KRL', 'IDL', 'POV-Ray SDL', 'MATLAB', 'HTML', 'sed', 'Tcl', 'BitBake', 'Lua', 'Prolog']","{'Vim Script': 0.5304850259885889, 'C': 0.40866465076712577, 'Roff': 0.014896443963458976, 'Makefile': 0.011901158340550444, 'C++': 0.006947877004582769, 'M4': 0.0046209118111696194, 'NSIS': 0.004532105236431636, 'PostScript': 0.001865520407692641, 'Perl': 0.0018456335583332828, 'Shell': 0.0017682699291271123, 'Module Management System': 0.0015776997548123265, 'Python': 0.0015071203655779427, 'XS': 0.001491571935771358, 'JavaScript': 0.001096775756468962, 'NewLisp': 0.0010866721887856571, 'Ruby': 0.0010494316612152047, 'Emacs Lisp': 0.0008797965450107826, 'SystemVerilog': 0.0008093045065056493, 'Smalltalk': 0.0007475475409255637, 'Awk': 0.0005569482497010276, 'Objective-C': 0.0003828000124853309, 'Batchfile': 0.0003273031825015292, 'DIGITAL Command Language': 0.00031548171714296496, 'Assembly': 0.00014570101638979204, 'KRL': 0.00012246572240916573, 'IDL': 0.00012229102095066477, 'POV-Ray SDL': 7.407341840440266e-05, 'MATLAB': 5.736031220781181e-05, 'HTML': 5.6224752727555636e-05, 'sed': 2.4050567453630737e-05, 'Tcl': 2.169209776386792e-05, 'BitBake': 1.1297360983061412e-05, 'Lua': 4.833407018526274e-06, 'Prolog': 3.959899726021526e-06}"
formulahendry,955.WLB,33290,https://github.com/formulahendry/955.WLB,2019-03-27,1,1735,[],{}
openai,gym,32991,https://github.com/openai/gym,2016-04-27,30,8639,"['Python', 'Dockerfile', 'Shell']","{'Python': 0.9986545709606184, 'Dockerfile': 0.0009113039360078071, 'Shell': 0.00043412510337379785}"
DovAmir,awesome-design-patterns,32971,https://github.com/DovAmir/awesome-design-patterns,2018-06-04,1,2569,[],{}
dotnet,aspnetcore,32944,https://github.com/dotnet/aspnetcore,2014-03-11,30,9445,"['C#', 'HTML', 'C++', 'TypeScript', 'Java', 'PowerShell', 'Shell', 'JavaScript', 'C', 'CSS', 'Batchfile', 'Python', 'CMake', 'F#', 'Roff', 'Lua', 'Dockerfile', 'Makefile', 'ASP.NET', 'Less', 'SCSS', 'Smalltalk']","{'C#': 0.9115793812762948, 'HTML': 0.024815715433141494, 'C++': 0.020980091654282714, 'TypeScript': 0.018366113699023294, 'Java': 0.009109710244121463, 'PowerShell': 0.004698366073330719, 'Shell': 0.0031500950868908226, 'JavaScript': 0.0024347133824316096, 'C': 0.0021512725391872062, 'CSS': 0.0014639695951137162, 'Batchfile': 0.0003704280290422607, 'Python': 0.0003172492985030391, 'CMake': 0.00024326786896500355, 'F#': 0.00010147419840266524, 'Roff': 9.838146537467256e-05, 'Lua': 7.982506720671646e-05, 'Dockerfile': 3.4150283645940276e-05, 'Makefile': 3.5810592955704773e-06, 'ASP.NET': 1.7742521055326456e-06, 'Less': 1.9533050703111692e-07, 'SCSS': 1.9533050703111692e-07, 'Smalltalk': 4.883262675777923e-08}"
xitu,gold-miner,32891,https://github.com/xitu/gold-miner,2015-11-04,1,5096,[],{}
testerSunshine,12306,32812,https://github.com/testerSunshine/12306,2017-05-17,10,9748,"['Python', 'Shell', 'Dockerfile']","{'Python': 0.9909403018510126, 'Shell': 0.0050065381950413915, 'Dockerfile': 0.004053159953946101}"
mitmproxy,mitmproxy,32679,https://github.com/mitmproxy/mitmproxy,2010-02-16,7,3847,"['Python', 'TypeScript', 'JavaScript', 'Less', 'HTML', 'Kaitai Struct', 'CSS', 'Shell', 'Dockerfile', 'PowerShell']","{'Python': 0.8432955600749154, 'TypeScript': 0.09877607638870875, 'JavaScript': 0.043758203589086435, 'Less': 0.0069565138442861515, 'HTML': 0.003553159257280118, 'Kaitai Struct': 0.0011948705843290047, 'CSS': 0.001173145664613932, 'Shell': 0.0010068041151537477, 'Dockerfile': 0.00020200932809687108, 'PowerShell': 8.365715352968338e-05}"
agalwood,Motrix,40800,https://github.com/agalwood/Motrix,2018-12-18,9,4333,"['JavaScript', 'Vue', 'SCSS', 'EJS', 'HTML']","{'JavaScript': 0.7101069860677744, 'Vue': 0.2228498476162833, 'SCSS': 0.06459187468253393, 'EJS': 0.0018798526957405123, 'HTML': 0.0005714389376678035}"
bailicangdu,vue2-elm,40458,https://github.com/bailicangdu/vue2-elm,2016-12-23,1,12659,"['Vue', 'JavaScript', 'SCSS', 'HTML']","{'Vue': 0.8772458687828059, 'JavaScript': 0.11280417633316156, 'SCSS': 0.006572877054405987, 'HTML': 0.003377077829626627}"
pandas-dev,pandas,40215,https://github.com/pandas-dev/pandas,2010-08-24,17,16874,"['Python', 'Cython', 'HTML', 'C', 'Shell', 'Meson', 'Smarty', 'CSS', 'Dockerfile', 'XSLT']","{'Python': 0.9050521574145108, 'Cython': 0.05679867911362092, 'HTML': 0.020165597948810093, 'C': 0.015893271123860984, 'Shell': 0.000638503724987488, 'Meson': 0.0004705600361621681, 'Smarty': 0.000374453532152303, 'CSS': 0.00030023354145230607, 'Dockerfile': 0.0002537688267037349, 'XSLT': 5.277473773911788e-05}"
louislam,uptime-kuma,40157,https://github.com/louislam/uptime-kuma,2021-07-03,30,3570,"['JavaScript', 'Vue', 'C#', 'TypeScript', 'SCSS', 'Dockerfile', 'Go', 'Shell', 'HTML', 'Java', 'PowerShell', 'PHP', 'Python']","{'JavaScript': 0.5312521205068715, 'Vue': 0.42480087086961354, 'C#': 0.013183597274778708, 'TypeScript': 0.011553604248088115, 'SCSS': 0.01108943882906152, 'Dockerfile': 0.0025677082355794706, 'Go': 0.0019483397604242313, 'Shell': 0.0014856180907569722, 'HTML': 0.0007955058969942582, 'Java': 0.0006554622091386447, 'PowerShell': 0.0002793655010315589, 'PHP': 0.0002324436468531317, 'Python': 0.00015592493080831196}"
isocpp,CppCoreGuidelines,40128,https://github.com/isocpp/CppCoreGuidelines,2015-08-19,13,5386,"['Python', 'Makefile']","{'Python': 0.613367748947154, 'Makefile': 0.3866322510528461}"
AppFlowy-IO,AppFlowy,40010,https://github.com/AppFlowy-IO/AppFlowy,2021-06-16,30,2582,"['Dart', 'Rust', 'TypeScript', 'C++', 'CMake', 'Shell', 'HTML', 'CSS', 'Ruby', 'JavaScript', 'Swift', 'C', 'Java', 'Batchfile', 'Kotlin', 'Dockerfile', 'Objective-C', 'Inno Setup', 'Makefile']","{'Dart': 0.46519704961379293, 'Rust': 0.32600233921878924, 'TypeScript': 0.16404660348184535, 'C++': 0.013950310733741212, 'CMake': 0.008653113031941242, 'Shell': 0.0052512179712986655, 'HTML': 0.003970440478255747, 'CSS': 0.0027840424320312953, 'Ruby': 0.0022852228557375368, 'JavaScript': 0.002115672599513976, 'Swift': 0.0018155943583475671, 'C': 0.0013343196792187802, 'Java': 0.0006898472066330601, 'Batchfile': 0.0005428330683196783, 'Kotlin': 0.0005134907403023984, 'Dockerfile': 0.0004309087243362395, 'Objective-C': 0.00023367988034380134, 'Inno Setup': 0.00016576902838628238, 'Makefile': 1.754489716497149e-05}"
jakevdp,PythonDataScienceHandbook,39975,https://github.com/jakevdp/PythonDataScienceHandbook,2016-08-10,8,17392,"['Jupyter Notebook', 'Python', 'HTML', 'CSS', 'Less', 'Makefile']","{'Jupyter Notebook': 0.9984102746836286, 'Python': 0.0005350187886658944, 'HTML': 0.0004127478606797834, 'CSS': 0.0003274979332119083, 'Less': 0.00017682972012239751, 'Makefile': 0.00013763101369132418}"
nwjs,nw.js,39886,https://github.com/nwjs/nw.js,2012-01-04,30,3967,"['JavaScript', 'C++', 'Python', 'HTML', 'Objective-C++', 'Objective-C', 'Smarty', 'Shell', 'C', 'CSS']","{'JavaScript': 0.42416680165639964, 'C++': 0.34187238506094064, 'Python': 0.15284321380256038, 'HTML': 0.03671977424032866, 'Objective-C++': 0.027465849889400092, 'Objective-C': 0.006058724246640406, 'Smarty': 0.0054036229685878664, 'Shell': 0.002881400541627396, 'C': 0.0018544701586516684, 'CSS': 0.0007337574348632139}"
Alamofire,Alamofire,39884,https://github.com/Alamofire/Alamofire,2014-07-31,19,7508,"['Swift', 'Ruby']","{'Swift': 0.9995335163449426, 'Ruby': 0.0004664836550574603}"
Unitech,pm2,39883,https://github.com/Unitech/pm2,2013-05-21,11,2582,"['JavaScript', 'Shell', 'Smarty', 'Dockerfile', 'Python']","{'JavaScript': 0.8106515599672466, 'Shell': 0.18350294948279608, 'Smarty': 0.005365329233580098, 'Dockerfile': 0.00034424558413128124, 'Python': 0.00013591573224600747}"
jesseduffield,lazygit,39798,https://github.com/jesseduffield/lazygit,2018-05-19,28,1549,"['Go', 'Shell', 'Makefile', 'Dockerfile']","{'Go': 0.9974958836166733, 'Shell': 0.0014206665435045852, 'Makefile': 0.0005655237064149428, 'Dockerfile': 0.0005179261334071231}"
huginn,huginn,39663,https://github.com/huginn/huginn,2013-03-10,20,3537,"['Ruby', 'HTML', 'JavaScript', 'Shell', 'Dockerfile', 'SCSS', 'Procfile', 'Makefile']","{'Ruby': 0.8872453512942262, 'HTML': 0.07716305573076324, 'JavaScript': 0.02231963570592718, 'Shell': 0.007289103819156231, 'Dockerfile': 0.0022860873296101122, 'SCSS': 0.0022789265235659143, 'Procfile': 0.0013891963725743515, 'Makefile': 2.8643224176790754e-05}"
styled-components,styled-components,39643,https://github.com/styled-components/styled-components,2016-08-16,19,2510,"['TypeScript', 'JavaScript', 'CSS', 'HTML']","{'TypeScript': 0.8587420646916566, 'JavaScript': 0.1388183003325272, 'CSS': 0.0015280191958887545, 'HTML': 0.0009116157799274486}"
facebookresearch,segment-anything,39621,https://github.com/facebookresearch/segment-anything,2023-03-23,5,4568,"['Jupyter Notebook', 'Python', 'Shell']","{'Jupyter Notebook': 0.9911331321002217, 'Python': 0.008823142919053353, 'Shell': 4.372498072495863e-05}"
meilisearch,meilisearch,39614,https://github.com/meilisearch/meilisearch,2018-04-23,30,1491,"['Rust', 'Shell', 'Dockerfile']","{'Rust': 0.9981699314738082, 'Shell': 0.0014672146515022889, 'Dockerfile': 0.00036285387468954665}"
