Owner,Name,Stars,URL,Created Date,Branch Count,Forks Count,Languages,Languages Proportions
jtleek,datasharing,6396,https://github.com/jtleek/datasharing,2013-11-07,1,243433,[],{}
rdpeng,ProgrammingAssignment2,805,https://github.com/rdpeng/ProgrammingAssignment2,2014-01-14,1,142898,['R'],{'R': 1.0}
octocat,Spoon-Knife,11910,https://github.com/octocat/Spoon-Knife,2011-01-27,3,139676,"['HTML', 'CSS']","{'HTML': 0.5810147299509002, 'CSS': 0.41898527004909986}"
SmartThingsCommunity,SmartThingsPublic,2510,https://github.com/SmartThingsCommunity/SmartThingsPublic,2015-08-04,30,90864,"['Groovy', 'Shell']","{'Groovy': 0.9998780908392617, 'Shell': 0.0001219091607382521}"
tensorflow,tensorflow,178593,https://github.com/tensorflow/tensorflow,2015-11-07,30,89100,"['C++', 'Python', 'MLIR', 'Starlark', 'HTML', 'Go', 'C', 'Java', 'Jupyter Notebook', 'Shell', 'Objective-C++', 'Objective-C', 'CMake', 'Smarty', 'Swift', 'Dockerfile', 'C#', 'Batchfile', 'Ruby', 'Perl', 'Pawn', 'Roff', 'Cython', 'Makefile', 'Vim Snippet']","{'C++': 0.5642925089823755, 'Python': 0.26969700984669526, 'MLIR': 0.05700542617255917, 'Starlark': 0.03970698409510017, 'HTML': 0.02793213319908457, 'Go': 0.012993593919475882, 'C': 0.007457426825338447, 'Java': 0.006933494038001178, 'Jupyter Notebook': 0.004614561298851707, 'Shell': 0.004017956424557877, 'Objective-C++': 0.0018010197014903882, 'Objective-C': 0.001029752684306214, 'CMake': 0.0008003346599371587, 'Smarty': 0.0007224057222715296, 'Swift': 0.00048587128095618277, 'Dockerfile': 0.0001444918727210591, 'C#': 8.09626530975072e-05, 'Batchfile': 6.948936781977594e-05, 'Ruby': 5.54889797068457e-05, 'Perl': 4.4915676806744274e-05, 'Pawn': 4.3628284796359886e-05, 'Roff': 3.0003386019791758e-05, 'Cython': 2.3238617817077486e-05, 'Makefile': 1.6956621618257358e-05, 'Vim Snippet': 3.456885953809936e-07}"
github,gitignore,152754,https://github.com/github/gitignore,2010-11-08,8,83972,[],{}
Pierian-Data,Complete-Python-3-Bootcamp,25137,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,2018-02-12,1,81517,"['Jupyter Notebook', 'Python']","{'Jupyter Notebook': 0.9999496566609921, 'Python': 5.034333900785672e-05}"
twbs,bootstrap,165765,https://github.com/twbs/bootstrap,2011-07-29,30,79007,"['JavaScript', 'HTML', 'SCSS', 'CSS', 'PowerShell']","{'JavaScript': 0.3809919037034884, 'HTML': 0.32497295955843275, 'SCSS': 0.16115278836521277, 'CSS': 0.13247798910225733, 'PowerShell': 0.00040435927060876464}"
nightscout,cgm-remote-monitor,2209,https://github.com/nightscout/cgm-remote-monitor,2014-05-22,30,70536,"['JavaScript', 'CSS', 'HTML', 'EJS', 'Shell', 'Makefile', 'Dockerfile', 'Procfile']","{'JavaScript': 0.8546812195932407, 'CSS': 0.08477738416038982, 'HTML': 0.05111040213370308, 'EJS': 0.003644119345184541, 'Shell': 0.003445409414214163, 'Makefile': 0.0019131350576203604, 'Dockerfile': 0.0004112191627025875, 'Procfile': 1.7111132944671428e-05}"
jwasham,coding-interview-university,270465,https://github.com/jwasham/coding-interview-university,2016-06-06,1,70358,[],{}
firstcontributions,first-contributions,38795,https://github.com/firstcontributions/first-contributions,2016-09-20,1,67705,[],{}
github,docs,14853,https://github.com/github/docs,2019-05-31,30,61947,"['JavaScript', 'TypeScript', 'SCSS', 'Shell', 'Dockerfile', 'HTML']","{'JavaScript': 0.755735408017699, 'TypeScript': 0.22580707470635125, 'SCSS': 0.011461864766108045, 'Shell': 0.003722314666324948, 'Dockerfile': 0.0021440645546696416, 'HTML': 0.0011292732888470954}"
EbookFoundation,free-programming-books,302562,https://github.com/EbookFoundation/free-programming-books,2013-10-11,30,58456,[],{}
rdpeng,ExData_Plotting1,246,https://github.com/rdpeng/ExData_Plotting1,2014-02-09,1,56562,[],{}
opencv,opencv,72089,https://github.com/opencv/opencv,2012-07-19,6,55691,"['C++', 'C', 'Python', 'CMake', 'Java', 'Objective-C++', 'Cuda', 'Swift', 'JavaScript', 'Objective-C', 'HTML', 'Shell', 'Perl', 'PowerShell', 'Kotlin', 'TeX', 'AIDL', 'Batchfile', 'Prolog', 'Dockerfile']","{'C++': 0.8698262251364388, 'C': 0.03307692602711006, 'Python': 0.02692274584653829, 'CMake': 0.022010502600081732, 'Java': 0.01658606264145122, 'Objective-C++': 0.008512321996780953, 'Cuda': 0.007115164252807292, 'Swift': 0.006429678474527807, 'JavaScript': 0.0050837425324621365, 'Objective-C': 0.0021297104775005464, 'HTML': 0.0008543430079470497, 'Shell': 0.0004843911999069314, 'Perl': 0.0003380340629244069, 'PowerShell': 0.000310889064741886, 'Kotlin': 0.00011088113857287197, 'TeX': 0.00010960272421576736, 'AIDL': 4.231551522016213e-05, 'Batchfile': 3.191774511571141e-05, 'Prolog': 1.7961721717319574e-05, 'Dockerfile': 6.58383393908867e-06}"
eugenp,tutorials,35075,https://github.com/eugenp/tutorials,2013-04-29,3,54092,"['Java', 'JavaScript', 'HTML', 'TypeScript', 'CSS', 'Groovy', 'AspectJ', 'Shell', 'FreeMarker', 'RAML', 'ANTLR', 'SCSS', 'Mustache', 'Scala', 'Python', 'HCL', 'Dockerfile', 'Lua', 'Gherkin', 'Batchfile', 'C++', 'Kotlin', 'Clojure', 'PLpgSQL', 'XSLT', 'Starlark', 'Solidity', 'Smarty', 'Open Policy Agent', 'Rich Text Format', 'Thrift', 'C', 'Perl', 'CLIPS', 'Pug', 'Makefile', 'Procfile', 'R', 'Handlebars', 'Fluent']","{'Java': 0.817029370530602, 'JavaScript': 0.09483194541747017, 'HTML': 0.030150780868187718, 'TypeScript': 0.0243258195685303, 'CSS': 0.01590411142488683, 'Groovy': 0.004970335756067066, 'AspectJ': 0.002280050043615627, 'Shell': 0.0020120486665334524, 'FreeMarker': 0.001326878060015424, 'RAML': 0.001222521553021275, 'ANTLR': 0.0010252681739136018, 'SCSS': 0.0009921732619754388, 'Mustache': 0.0005047375318289754, 'Scala': 0.0004917371057038968, 'Python': 0.0004743711043861993, 'HCL': 0.00044756775669622256, 'Dockerfile': 0.0004176507266997455, 'Lua': 0.0003678318097957408, 'Gherkin': 0.0003600957537558793, 'Batchfile': 0.00015311612991759176, 'C++': 0.00013998730452214204, 'Kotlin': 0.00010605779732656669, 'Clojure': 6.073285488555211e-05, 'PLpgSQL': 6.0604455615180964e-05, 'XSLT': 6.054025597999539e-05, 'Starlark': 5.257950121698433e-05, 'Solidity': 4.949791872807683e-05, 'Smarty': 3.6657991690962216e-05, 'Open Policy Agent': 3.3448009931683564e-05, 'Rich Text Format': 2.600085225015709e-05, 'Thrift': 1.9548788914006997e-05, 'C': 1.64351066075067e-05, 'Perl': 1.5568411532501467e-05, 'CLIPS': 1.2294230138037241e-05, 'Pug': 9.533645825057598e-06, 'Makefile': 7.094059688005823e-06, 'Procfile': 3.0494826713147203e-06, 'R': 1.5407912444537534e-06, 'Handlebars': 3.8519781111343834e-07, 'Fluent': 3.2099817592786526e-08}"
TheOdinProject,css-exercises,1257,https://github.com/TheOdinProject/css-exercises,2021-08-17,7,51450,"['HTML', 'CSS', 'JavaScript']","{'HTML': 0.6179496132359261, 'CSS': 0.35049151267726686, 'JavaScript': 0.03155887408680705}"
torvalds,linux,160200,https://github.com/torvalds/linux,2011-09-04,3,50918,"['C', 'Assembly', 'Shell', 'Makefile', 'Python', 'Perl', 'Rust', 'C++', 'Roff', 'SmPL', 'Yacc', 'Lex', 'Awk', 'UnrealScript', 'Gherkin', 'Raku', 'M4', 'MATLAB', 'Clojure', 'XS', 'sed']","{'C': 0.9827825348520394, 'Assembly': 0.007491235744435765, 'Shell': 0.0035881201119309742, 'Makefile': 0.001987576880906084, 'Python': 0.0018789921097157138, 'Perl': 0.000980048580004729, 'Rust': 0.0005343746619851305, 'C++': 0.00025832214230000263, 'Roff': 0.00015239219961676507, 'SmPL': 0.00012478009190233002, 'Yacc': 0.00010045795421380157, 'Lex': 5.416039278576255e-05, 'Awk': 3.496745627055765e-05, 'UnrealScript': 1.3855698913895868e-05, 'Gherkin': 7.569689118289467e-06, 'Raku': 3.040956725742146e-06, 'M4': 2.6233078362258626e-06, 'MATLAB': 1.9558576297724815e-06, 'Clojure': 1.7163005308801227e-06, 'XS': 9.763527813408963e-07, 'sed': 2.986583568427762e-07}"
CyC2018,CS-Notes,168032,https://github.com/CyC2018/CS-Notes,2018-02-13,1,50623,[],{}
jackfrued,Python-100-Days,141799,https://github.com/jackfrued/Python-100-Days,2018-03-01,7,50157,"['Python', 'HTML', 'Jupyter Notebook', 'Java', 'CSS', 'JavaScript']","{'Python': 0.3750171439332994, 'HTML': 0.33800671837481655, 'Jupyter Notebook': 0.2751811115819296, 'Java': 0.009578085242706919, 'CSS': 0.0013776557743837908, 'JavaScript': 0.000839285092863825}"
tensorflow,models,76163,https://github.com/tensorflow/models,2016-02-05,30,46197,"['Jupyter Notebook', 'Python', 'C++', 'Shell', 'Starlark', 'Dockerfile']","{'Jupyter Notebook': 0.5241330393091864, 'Python': 0.46146671890281404, 'C++': 0.010659192360017793, 'Shell': 0.0018154154434792192, 'Starlark': 0.0017200858250164689, 'Dockerfile': 0.00020554815948608707}"
facebook,react,214901,https://github.com/facebook/react,2013-05-24,30,45296,"['JavaScript', 'HTML', 'CSS', 'C++', 'TypeScript', 'CoffeeScript', 'C', 'Shell', 'Python', 'Makefile']","{'JavaScript': 0.9372443691560142, 'HTML': 0.02747183639807939, 'CSS': 0.014559031605598809, 'C++': 0.010073416075297933, 'TypeScript': 0.004883411979063488, 'CoffeeScript': 0.003975690065391914, 'C': 0.0011888405018194242, 'Shell': 0.000501510102642401, 'Python': 5.8907535865932814e-05, 'Makefile': 4.298658022649151e-05}"
Snailclimb,JavaGuide,138361,https://github.com/Snailclimb/JavaGuide,2018-05-07,2,44999,"['Java', 'Shell']","{'Java': 0.9907115869017632, 'Shell': 0.009288413098236775}"
Yidadaa,ChatGPT-Next-Web,47684,https://github.com/Yidadaa/ChatGPT-Next-Web,2023-03-10,3,43743,"['TypeScript', 'SCSS', 'JavaScript', 'Shell', 'Dockerfile', 'Rust']","{'TypeScript': 0.8550533237034883, 'SCSS': 0.1276279628187932, 'JavaScript': 0.009085195989232082, 'Shell': 0.004624201551405551, 'Dockerfile': 0.0028927053924005515, 'Rust': 0.0007166105446802923}"
TheAlgorithms,Python,172247,https://github.com/TheAlgorithms/Python,2016-07-16,7,43235,"['Python', 'Dockerfile']","{'Python': 0.9998770923811202, 'Dockerfile': 0.00012290761887982118}"
jtleek,datasharing,6396,https://github.com/jtleek/datasharing,2013-11-07,1,243433,[],{}
rdpeng,ProgrammingAssignment2,805,https://github.com/rdpeng/ProgrammingAssignment2,2014-01-14,1,142898,['R'],{'R': 1.0}
octocat,Spoon-Knife,11910,https://github.com/octocat/Spoon-Knife,2011-01-27,3,139676,"['HTML', 'CSS']","{'HTML': 0.5810147299509002, 'CSS': 0.41898527004909986}"
SmartThingsCommunity,SmartThingsPublic,2510,https://github.com/SmartThingsCommunity/SmartThingsPublic,2015-08-04,30,90864,"['Groovy', 'Shell']","{'Groovy': 0.9998780908392617, 'Shell': 0.0001219091607382521}"
tensorflow,tensorflow,178593,https://github.com/tensorflow/tensorflow,2015-11-07,30,89100,"['C++', 'Python', 'MLIR', 'Starlark', 'HTML', 'Go', 'C', 'Java', 'Jupyter Notebook', 'Shell', 'Objective-C++', 'Objective-C', 'CMake', 'Smarty', 'Swift', 'Dockerfile', 'C#', 'Batchfile', 'Ruby', 'Perl', 'Pawn', 'Roff', 'Cython', 'Makefile', 'Vim Snippet']","{'C++': 0.5642925089823755, 'Python': 0.26969700984669526, 'MLIR': 0.05700542617255917, 'Starlark': 0.03970698409510017, 'HTML': 0.02793213319908457, 'Go': 0.012993593919475882, 'C': 0.007457426825338447, 'Java': 0.006933494038001178, 'Jupyter Notebook': 0.004614561298851707, 'Shell': 0.004017956424557877, 'Objective-C++': 0.0018010197014903882, 'Objective-C': 0.001029752684306214, 'CMake': 0.0008003346599371587, 'Smarty': 0.0007224057222715296, 'Swift': 0.00048587128095618277, 'Dockerfile': 0.0001444918727210591, 'C#': 8.09626530975072e-05, 'Batchfile': 6.948936781977594e-05, 'Ruby': 5.54889797068457e-05, 'Perl': 4.4915676806744274e-05, 'Pawn': 4.3628284796359886e-05, 'Roff': 3.0003386019791758e-05, 'Cython': 2.3238617817077486e-05, 'Makefile': 1.6956621618257358e-05, 'Vim Snippet': 3.456885953809936e-07}"
github,gitignore,152754,https://github.com/github/gitignore,2010-11-08,8,83972,[],{}
Pierian-Data,Complete-Python-3-Bootcamp,25137,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,2018-02-12,1,81517,"['Jupyter Notebook', 'Python']","{'Jupyter Notebook': 0.9999496566609921, 'Python': 5.034333900785672e-05}"
twbs,bootstrap,165765,https://github.com/twbs/bootstrap,2011-07-29,30,79007,"['JavaScript', 'HTML', 'SCSS', 'CSS', 'PowerShell']","{'JavaScript': 0.3809919037034884, 'HTML': 0.32497295955843275, 'SCSS': 0.16115278836521277, 'CSS': 0.13247798910225733, 'PowerShell': 0.00040435927060876464}"
nightscout,cgm-remote-monitor,2209,https://github.com/nightscout/cgm-remote-monitor,2014-05-22,30,70536,"['JavaScript', 'CSS', 'HTML', 'EJS', 'Shell', 'Makefile', 'Dockerfile', 'Procfile']","{'JavaScript': 0.8546812195932407, 'CSS': 0.08477738416038982, 'HTML': 0.05111040213370308, 'EJS': 0.003644119345184541, 'Shell': 0.003445409414214163, 'Makefile': 0.0019131350576203604, 'Dockerfile': 0.0004112191627025875, 'Procfile': 1.7111132944671428e-05}"
jwasham,coding-interview-university,270465,https://github.com/jwasham/coding-interview-university,2016-06-06,1,70358,[],{}
firstcontributions,first-contributions,38795,https://github.com/firstcontributions/first-contributions,2016-09-20,1,67705,[],{}
github,docs,14853,https://github.com/github/docs,2019-05-31,30,61947,"['JavaScript', 'TypeScript', 'SCSS', 'Shell', 'Dockerfile', 'HTML']","{'JavaScript': 0.755735408017699, 'TypeScript': 0.22580707470635125, 'SCSS': 0.011461864766108045, 'Shell': 0.003722314666324948, 'Dockerfile': 0.0021440645546696416, 'HTML': 0.0011292732888470954}"
EbookFoundation,free-programming-books,302562,https://github.com/EbookFoundation/free-programming-books,2013-10-11,30,58456,[],{}
rdpeng,ExData_Plotting1,246,https://github.com/rdpeng/ExData_Plotting1,2014-02-09,1,56562,[],{}
opencv,opencv,72089,https://github.com/opencv/opencv,2012-07-19,6,55691,"['C++', 'C', 'Python', 'CMake', 'Java', 'Objective-C++', 'Cuda', 'Swift', 'JavaScript', 'Objective-C', 'HTML', 'Shell', 'Perl', 'PowerShell', 'Kotlin', 'TeX', 'AIDL', 'Batchfile', 'Prolog', 'Dockerfile']","{'C++': 0.8698262251364388, 'C': 0.03307692602711006, 'Python': 0.02692274584653829, 'CMake': 0.022010502600081732, 'Java': 0.01658606264145122, 'Objective-C++': 0.008512321996780953, 'Cuda': 0.007115164252807292, 'Swift': 0.006429678474527807, 'JavaScript': 0.0050837425324621365, 'Objective-C': 0.0021297104775005464, 'HTML': 0.0008543430079470497, 'Shell': 0.0004843911999069314, 'Perl': 0.0003380340629244069, 'PowerShell': 0.000310889064741886, 'Kotlin': 0.00011088113857287197, 'TeX': 0.00010960272421576736, 'AIDL': 4.231551522016213e-05, 'Batchfile': 3.191774511571141e-05, 'Prolog': 1.7961721717319574e-05, 'Dockerfile': 6.58383393908867e-06}"
eugenp,tutorials,35075,https://github.com/eugenp/tutorials,2013-04-29,3,54092,"['Java', 'JavaScript', 'HTML', 'TypeScript', 'CSS', 'Groovy', 'AspectJ', 'Shell', 'FreeMarker', 'RAML', 'ANTLR', 'SCSS', 'Mustache', 'Scala', 'Python', 'HCL', 'Dockerfile', 'Lua', 'Gherkin', 'Batchfile', 'C++', 'Kotlin', 'Clojure', 'PLpgSQL', 'XSLT', 'Starlark', 'Solidity', 'Smarty', 'Open Policy Agent', 'Rich Text Format', 'Thrift', 'C', 'Perl', 'CLIPS', 'Pug', 'Makefile', 'Procfile', 'R', 'Handlebars', 'Fluent']","{'Java': 0.817029370530602, 'JavaScript': 0.09483194541747017, 'HTML': 0.030150780868187718, 'TypeScript': 0.0243258195685303, 'CSS': 0.01590411142488683, 'Groovy': 0.004970335756067066, 'AspectJ': 0.002280050043615627, 'Shell': 0.0020120486665334524, 'FreeMarker': 0.001326878060015424, 'RAML': 0.001222521553021275, 'ANTLR': 0.0010252681739136018, 'SCSS': 0.0009921732619754388, 'Mustache': 0.0005047375318289754, 'Scala': 0.0004917371057038968, 'Python': 0.0004743711043861993, 'HCL': 0.00044756775669622256, 'Dockerfile': 0.0004176507266997455, 'Lua': 0.0003678318097957408, 'Gherkin': 0.0003600957537558793, 'Batchfile': 0.00015311612991759176, 'C++': 0.00013998730452214204, 'Kotlin': 0.00010605779732656669, 'Clojure': 6.073285488555211e-05, 'PLpgSQL': 6.0604455615180964e-05, 'XSLT': 6.054025597999539e-05, 'Starlark': 5.257950121698433e-05, 'Solidity': 4.949791872807683e-05, 'Smarty': 3.6657991690962216e-05, 'Open Policy Agent': 3.3448009931683564e-05, 'Rich Text Format': 2.600085225015709e-05, 'Thrift': 1.9548788914006997e-05, 'C': 1.64351066075067e-05, 'Perl': 1.5568411532501467e-05, 'CLIPS': 1.2294230138037241e-05, 'Pug': 9.533645825057598e-06, 'Makefile': 7.094059688005823e-06, 'Procfile': 3.0494826713147203e-06, 'R': 1.5407912444537534e-06, 'Handlebars': 3.8519781111343834e-07, 'Fluent': 3.2099817592786526e-08}"
TheOdinProject,css-exercises,1257,https://github.com/TheOdinProject/css-exercises,2021-08-17,7,51450,"['HTML', 'CSS', 'JavaScript']","{'HTML': 0.6179496132359261, 'CSS': 0.35049151267726686, 'JavaScript': 0.03155887408680705}"
torvalds,linux,160200,https://github.com/torvalds/linux,2011-09-04,3,50918,"['C', 'Assembly', 'Shell', 'Makefile', 'Python', 'Perl', 'Rust', 'C++', 'Roff', 'SmPL', 'Yacc', 'Lex', 'Awk', 'UnrealScript', 'Gherkin', 'Raku', 'M4', 'MATLAB', 'Clojure', 'XS', 'sed']","{'C': 0.9827825348520394, 'Assembly': 0.007491235744435765, 'Shell': 0.0035881201119309742, 'Makefile': 0.001987576880906084, 'Python': 0.0018789921097157138, 'Perl': 0.000980048580004729, 'Rust': 0.0005343746619851305, 'C++': 0.00025832214230000263, 'Roff': 0.00015239219961676507, 'SmPL': 0.00012478009190233002, 'Yacc': 0.00010045795421380157, 'Lex': 5.416039278576255e-05, 'Awk': 3.496745627055765e-05, 'UnrealScript': 1.3855698913895868e-05, 'Gherkin': 7.569689118289467e-06, 'Raku': 3.040956725742146e-06, 'M4': 2.6233078362258626e-06, 'MATLAB': 1.9558576297724815e-06, 'Clojure': 1.7163005308801227e-06, 'XS': 9.763527813408963e-07, 'sed': 2.986583568427762e-07}"
CyC2018,CS-Notes,168032,https://github.com/CyC2018/CS-Notes,2018-02-13,1,50623,[],{}
jackfrued,Python-100-Days,141799,https://github.com/jackfrued/Python-100-Days,2018-03-01,7,50157,"['Python', 'HTML', 'Jupyter Notebook', 'Java', 'CSS', 'JavaScript']","{'Python': 0.3750171439332994, 'HTML': 0.33800671837481655, 'Jupyter Notebook': 0.2751811115819296, 'Java': 0.009578085242706919, 'CSS': 0.0013776557743837908, 'JavaScript': 0.000839285092863825}"
tensorflow,models,76163,https://github.com/tensorflow/models,2016-02-05,30,46197,"['Jupyter Notebook', 'Python', 'C++', 'Shell', 'Starlark', 'Dockerfile']","{'Jupyter Notebook': 0.5241330393091864, 'Python': 0.46146671890281404, 'C++': 0.010659192360017793, 'Shell': 0.0018154154434792192, 'Starlark': 0.0017200858250164689, 'Dockerfile': 0.00020554815948608707}"
facebook,react,214901,https://github.com/facebook/react,2013-05-24,30,45296,"['JavaScript', 'HTML', 'CSS', 'C++', 'TypeScript', 'CoffeeScript', 'C', 'Shell', 'Python', 'Makefile']","{'JavaScript': 0.9372443691560142, 'HTML': 0.02747183639807939, 'CSS': 0.014559031605598809, 'C++': 0.010073416075297933, 'TypeScript': 0.004883411979063488, 'CoffeeScript': 0.003975690065391914, 'C': 0.0011888405018194242, 'Shell': 0.000501510102642401, 'Python': 5.8907535865932814e-05, 'Makefile': 4.298658022649151e-05}"
Snailclimb,JavaGuide,138361,https://github.com/Snailclimb/JavaGuide,2018-05-07,2,44999,"['Java', 'Shell']","{'Java': 0.9907115869017632, 'Shell': 0.009288413098236775}"
Yidadaa,ChatGPT-Next-Web,47684,https://github.com/Yidadaa/ChatGPT-Next-Web,2023-03-10,3,43743,"['TypeScript', 'SCSS', 'JavaScript', 'Shell', 'Dockerfile', 'Rust']","{'TypeScript': 0.8550533237034883, 'SCSS': 0.1276279628187932, 'JavaScript': 0.009085195989232082, 'Shell': 0.004624201551405551, 'Dockerfile': 0.0028927053924005515, 'Rust': 0.0007166105446802923}"
TheAlgorithms,Python,172247,https://github.com/TheAlgorithms/Python,2016-07-16,7,43235,"['Python', 'Dockerfile']","{'Python': 0.9998770923811202, 'Dockerfile': 0.00012290761887982118}"
jtleek,datasharing,6396,https://github.com/jtleek/datasharing,2013-11-07,1,243433,[],{}
rdpeng,ProgrammingAssignment2,805,https://github.com/rdpeng/ProgrammingAssignment2,2014-01-14,1,142898,['R'],{'R': 1.0}
octocat,Spoon-Knife,11910,https://github.com/octocat/Spoon-Knife,2011-01-27,3,139676,"['HTML', 'CSS']","{'HTML': 0.5810147299509002, 'CSS': 0.41898527004909986}"
SmartThingsCommunity,SmartThingsPublic,2510,https://github.com/SmartThingsCommunity/SmartThingsPublic,2015-08-04,30,90864,"['Groovy', 'Shell']","{'Groovy': 0.9998780908392617, 'Shell': 0.0001219091607382521}"
tensorflow,tensorflow,178593,https://github.com/tensorflow/tensorflow,2015-11-07,30,89100,"['C++', 'Python', 'MLIR', 'Starlark', 'HTML', 'Go', 'C', 'Java', 'Jupyter Notebook', 'Shell', 'Objective-C++', 'Objective-C', 'CMake', 'Smarty', 'Swift', 'Dockerfile', 'C#', 'Batchfile', 'Ruby', 'Perl', 'Pawn', 'Roff', 'Cython', 'Makefile', 'Vim Snippet']","{'C++': 0.5642925089823755, 'Python': 0.26969700984669526, 'MLIR': 0.05700542617255917, 'Starlark': 0.03970698409510017, 'HTML': 0.02793213319908457, 'Go': 0.012993593919475882, 'C': 0.007457426825338447, 'Java': 0.006933494038001178, 'Jupyter Notebook': 0.004614561298851707, 'Shell': 0.004017956424557877, 'Objective-C++': 0.0018010197014903882, 'Objective-C': 0.001029752684306214, 'CMake': 0.0008003346599371587, 'Smarty': 0.0007224057222715296, 'Swift': 0.00048587128095618277, 'Dockerfile': 0.0001444918727210591, 'C#': 8.09626530975072e-05, 'Batchfile': 6.948936781977594e-05, 'Ruby': 5.54889797068457e-05, 'Perl': 4.4915676806744274e-05, 'Pawn': 4.3628284796359886e-05, 'Roff': 3.0003386019791758e-05, 'Cython': 2.3238617817077486e-05, 'Makefile': 1.6956621618257358e-05, 'Vim Snippet': 3.456885953809936e-07}"
github,gitignore,152754,https://github.com/github/gitignore,2010-11-08,8,83972,[],{}
Pierian-Data,Complete-Python-3-Bootcamp,25137,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,2018-02-12,1,81517,"['Jupyter Notebook', 'Python']","{'Jupyter Notebook': 0.9999496566609921, 'Python': 5.034333900785672e-05}"
twbs,bootstrap,165765,https://github.com/twbs/bootstrap,2011-07-29,30,79007,"['JavaScript', 'HTML', 'SCSS', 'CSS', 'PowerShell']","{'JavaScript': 0.3809919037034884, 'HTML': 0.32497295955843275, 'SCSS': 0.16115278836521277, 'CSS': 0.13247798910225733, 'PowerShell': 0.00040435927060876464}"
nightscout,cgm-remote-monitor,2209,https://github.com/nightscout/cgm-remote-monitor,2014-05-22,30,70536,"['JavaScript', 'CSS', 'HTML', 'EJS', 'Shell', 'Makefile', 'Dockerfile', 'Procfile']","{'JavaScript': 0.8546812195932407, 'CSS': 0.08477738416038982, 'HTML': 0.05111040213370308, 'EJS': 0.003644119345184541, 'Shell': 0.003445409414214163, 'Makefile': 0.0019131350576203604, 'Dockerfile': 0.0004112191627025875, 'Procfile': 1.7111132944671428e-05}"
jwasham,coding-interview-university,270465,https://github.com/jwasham/coding-interview-university,2016-06-06,1,70358,[],{}
firstcontributions,first-contributions,38796,https://github.com/firstcontributions/first-contributions,2016-09-20,1,67705,[],{}
github,docs,14853,https://github.com/github/docs,2019-05-31,30,61947,"['JavaScript', 'TypeScript', 'SCSS', 'Shell', 'Dockerfile', 'HTML']","{'JavaScript': 0.755735408017699, 'TypeScript': 0.22580707470635125, 'SCSS': 0.011461864766108045, 'Shell': 0.003722314666324948, 'Dockerfile': 0.0021440645546696416, 'HTML': 0.0011292732888470954}"
EbookFoundation,free-programming-books,302562,https://github.com/EbookFoundation/free-programming-books,2013-10-11,30,58456,[],{}
rdpeng,ExData_Plotting1,246,https://github.com/rdpeng/ExData_Plotting1,2014-02-09,1,56562,[],{}
opencv,opencv,72089,https://github.com/opencv/opencv,2012-07-19,6,55691,"['C++', 'C', 'Python', 'CMake', 'Java', 'Objective-C++', 'Cuda', 'Swift', 'JavaScript', 'Objective-C', 'HTML', 'Shell', 'Perl', 'PowerShell', 'Kotlin', 'TeX', 'AIDL', 'Batchfile', 'Prolog', 'Dockerfile']","{'C++': 0.8698262251364388, 'C': 0.03307692602711006, 'Python': 0.02692274584653829, 'CMake': 0.022010502600081732, 'Java': 0.01658606264145122, 'Objective-C++': 0.008512321996780953, 'Cuda': 0.007115164252807292, 'Swift': 0.006429678474527807, 'JavaScript': 0.0050837425324621365, 'Objective-C': 0.0021297104775005464, 'HTML': 0.0008543430079470497, 'Shell': 0.0004843911999069314, 'Perl': 0.0003380340629244069, 'PowerShell': 0.000310889064741886, 'Kotlin': 0.00011088113857287197, 'TeX': 0.00010960272421576736, 'AIDL': 4.231551522016213e-05, 'Batchfile': 3.191774511571141e-05, 'Prolog': 1.7961721717319574e-05, 'Dockerfile': 6.58383393908867e-06}"
